Mouse_Gene_Symbol,Mouse_Ensembl_ID,Human_Gene_Symbol,Human_Ensembl_ID,Homology_Type,Confidence,Percent_ID
Pdlim3,ENSMUSG00000031636,,ENSG00000154553,ortholog_one2one,[],92.3077
Pdlim4,ENSMUSG00000020388,,ENSG00000131435,ortholog_one2one,[],90.6061
Pdlim5,ENSMUSG00000028273,,ENSG00000163110,ortholog_one2one,[],72.4832
Pdlim7,ENSMUSG00000021493,,ENSG00000196923,ortholog_one2one,[],93.8731
Pdp1,ENSMUSG00000049225,,ENSG00000164951,ortholog_one2one,[],98.324
Pdp2,ENSMUSG00000048371,,ENSG00000172840,ortholog_one2one,[],84.8771
Pdpk1,ENSMUSG00000024122,,ENSG00000140992,ortholog_one2one,[],95.3237
Pdpr,ENSMUSG00000033624,,ENSG00000090857,ortholog_one2one,[],92.1502
Pdrg1,ENSMUSG00000027472,,ENSG00000088356,ortholog_one2one,[],91.7293
Pds5a,ENSMUSG00000029202,,ENSG00000121892,ortholog_one2one,[],97.9058
Pds5b,ENSMUSG00000034021,,ENSG00000083642,ortholog_one2one,[],96.4755
Pdss1,ENSMUSG00000026784,,ENSG00000148459,ortholog_one2one,[],83.6145
Pdss2,ENSMUSG00000038240,,ENSG00000164494,ortholog_one2one,[],88.4712
Pdxdc1,ENSMUSG00000022680,,ENSG00000179889,ortholog_one2one,[],87.9442
Pdxk,ENSMUSG00000032788,,ENSG00000160209,ortholog_one2one,[],86.2179
Pdzd11,ENSMUSG00000015668,,ENSG00000120509,ortholog_one2one,[],97.1429
Pdzd2,ENSMUSG00000022197,,ENSG00000133401,ortholog_one2one,[],68.7566
Nherf4,ENSMUSG00000032105,,ENSG00000172367,ortholog_one2one,[],80.9901
Pdzd4,ENSMUSG00000002006,,ENSG00000067840,ortholog_one2one,[],93.0323
Pdzd8,ENSMUSG00000074746,,ENSG00000165650,ortholog_one2one,[],86.6551
Pdzd9,ENSMUSG00000030887,,ENSG00000155714,ortholog_one2one,[],68.1818
Pdzk1,ENSMUSG00000038298,,ENSG00000174827,ortholog_one2one,[],78.42
Pdzk1ip1,ENSMUSG00000028716,,ENSG00000162366,ortholog_one2one,[],82.4561
Pdzrn3,ENSMUSG00000035357,,ENSG00000121440,ortholog_one2one,[],94.5591
Pdzrn4,ENSMUSG00000036218,,ENSG00000165966,ortholog_one2one,[],79.1506
Pea15a,ENSMUSG00000013698,,ENSG00000162734,ortholog_one2one,[],99.2308
Peak1,ENSMUSG00000074305,,ENSG00000173517,ortholog_one2one,[],85.9107
Pear1,ENSMUSG00000028073,,ENSG00000187800,ortholog_one2one,[],83.8959
Pebp4,ENSMUSG00000022085,,ENSG00000134020,ortholog_one2one,[],45.815
Pecam1,ENSMUSG00000020717,,ENSG00000261371,ortholog_one2one,[],62.3306
Pecr,ENSMUSG00000026189,,ENSG00000115425,ortholog_one2one,[],72.6073
Pef1,ENSMUSG00000028779,,ENSG00000162517,ortholog_one2one,[],84.8592
Peg3,ENSMUSG00000002265,,ENSG00000198300,ortholog_one2one,[],66.4358
Peli1,ENSMUSG00000020134,,ENSG00000197329,ortholog_one2one,[],99.7608
Peli2,ENSMUSG00000021846,,ENSG00000139946,ortholog_one2one,[],95.0
Peli3,ENSMUSG00000024901,,ENSG00000174516,ortholog_one2one,[],91.6844
Pelo,ENSMUSG00000042275,,ENSG00000152684,ortholog_one2one,[],96.8831
Pelp1,ENSMUSG00000018921,,ENSG00000141456,ortholog_one2one,[],86.8142
Pemt,ENSMUSG00000000301,,ENSG00000133027,ortholog_one2one,[],76.6949
Penk,ENSMUSG00000045573,,ENSG00000181195,ortholog_one2one,[],82.7715
Twnk,ENSMUSG00000025209,,ENSG00000107815,ortholog_one2one,[],86.9883
Pepd,ENSMUSG00000063931,,ENSG00000124299,ortholog_one2one,[],89.0467
Per1,ENSMUSG00000020893,,ENSG00000179094,ortholog_one2one,[],91.938
Per2,ENSMUSG00000055866,,ENSG00000132326,ortholog_one2one,[],78.9641
Per3,ENSMUSG00000028957,,ENSG00000049246,ortholog_one2one,[],59.7521
Perm1,ENSMUSG00000078486,,ENSG00000187642,ortholog_one2one,[],52.7848
Perp,ENSMUSG00000019851,,ENSG00000112378,ortholog_one2one,[],90.6736
Pes1,ENSMUSG00000020430,,ENSG00000100029,ortholog_one2one,[],89.6258
Pet100,ENSMUSG00000087687,,ENSG00000229833,ortholog_one2one,[],73.9726
Pex1,ENSMUSG00000049421,,ENSG00000254004,ortholog_one2one,[],85.6796
Pex10,ENSMUSG00000029047,,ENSG00000157911,ortholog_one2one,[],82.5153
Pex11a,ENSMUSG00000030545,,ENSG00000166821,ortholog_one2one,[],77.7328
Pex11g,ENSMUSG00000069633,,ENSG00000104883,ortholog_one2one,[],77.5934
Pex12,ENSMUSG00000018733,,ENSG00000108733,ortholog_one2one,[],89.415
Pex13,ENSMUSG00000020283,,ENSG00000162928,ortholog_one2one,[],91.067
Pex14,ENSMUSG00000028975,,ENSG00000142655,ortholog_one2one,[],92.0424
Pex16,ENSMUSG00000027222,,ENSG00000121680,ortholog_one2one,[],90.7738
Pex19,ENSMUSG00000003464,,ENSG00000162735,ortholog_one2one,[],90.6355
Pex2,ENSMUSG00000040374,,ENSG00000164751,ortholog_one2one,[],87.8689
Pex26,ENSMUSG00000067825,,ENSG00000215193,ortholog_one2one,[],74.7541
Pex5,ENSMUSG00000005069,,ENSG00000139197,ortholog_one2one,[],93.5837
Pex5l,ENSMUSG00000027674,,ENSG00000114757,ortholog_one2one,[],96.3259
Pex6,ENSMUSG00000002763,,ENSG00000124587,ortholog_one2one,[],88.0612
Pex7,ENSMUSG00000020003,,ENSG00000112357,ortholog_one2one,[],90.4025
Pfas,ENSMUSG00000020899,,ENSG00000178921,ortholog_one2one,[],88.4155
Pfdn1,ENSMUSG00000024346,,ENSG00000113068,ortholog_one2one,[],97.541
Pfdn2,ENSMUSG00000006412,,ENSG00000143256,ortholog_one2one,[],96.1039
Pfdn4,ENSMUSG00000052033,,ENSG00000101132,ortholog_one2one,[],96.2687
Pfdn5,ENSMUSG00000001289,,ENSG00000123349,ortholog_one2one,[],99.3506
Pfdn6,ENSMUSG00000024309,,ENSG00000204220,ortholog_one2one,[],98.4496
Pfkfb1,ENSMUSG00000025271,,ENSG00000158571,ortholog_one2one,[],95.5414
Pfkfb2,ENSMUSG00000026409,,ENSG00000123836,ortholog_one2one,[],92.6733
Pfkfb3,ENSMUSG00000026773,,ENSG00000170525,ortholog_one2one,[],95.5769
Pfkfb4,ENSMUSG00000025648,,ENSG00000114268,ortholog_one2one,[],97.4414
Pfkl,ENSMUSG00000020277,,ENSG00000141959,ortholog_one2one,[],94.2308
Pfkm,ENSMUSG00000033065,,ENSG00000152556,ortholog_one2one,[],97.8205
Pfkp,ENSMUSG00000021196,,ENSG00000067057,ortholog_one2one,[],88.5204
Pfn1,ENSMUSG00000018293,,ENSG00000108518,ortholog_one2one,[],95.7143
Pfn2,ENSMUSG00000027805,,ENSG00000070087,ortholog_one2one,[],99.2857
Pfn4,ENSMUSG00000020639,,ENSG00000176732,ortholog_one2one,[],83.7209
Pgam1,ENSMUSG00000011752,,ENSG00000226784,ortholog_one2one,[],95.2756
Pgam2,ENSMUSG00000020475,,ENSG00000164708,ortholog_one2one,[],92.0949
Pgam5,ENSMUSG00000029500,,ENSG00000247077,ortholog_one2one,[],93.4256
Pgap1,ENSMUSG00000073678,,ENSG00000197121,ortholog_one2one,[],90.4555
Pgap2,ENSMUSG00000030990,,ENSG00000148985,ortholog_one2one,[],76.1905
Pgap3,ENSMUSG00000038208,,ENSG00000161395,ortholog_one2one,[],85.0
Pgbd1,ENSMUSG00000055313,,ENSG00000137338,ortholog_one2one,[],33.1273
Pgbd5,ENSMUSG00000050751,,ENSG00000177614,ortholog_one2one,[],92.9389
Pgd,ENSMUSG00000053398,,ENSG00000092621,ortholog_one2one,[],94.5591
Pgf,ENSMUSG00000028036,,ENSG00000122420,ortholog_one2one,[],88.5794
Pggt1b,ENSMUSG00000024477,,ENSG00000164219,ortholog_one2one,[],96.817
Pgk1,ENSMUSG00000062070,,ENSG00000102144,ortholog_one2one,[],97.8417
Pgls,ENSMUSG00000031807,,ENSG00000130313,ortholog_one2one,[],88.7597
Pglyrp1,ENSMUSG00000030413,,ENSG00000008438,ortholog_one2one,[],64.7959
Pglyrp3,ENSMUSG00000042244,,ENSG00000159527,ortholog_one2one,[],73.3138
Pgm2,ENSMUSG00000029171,,ENSG00000169299,ortholog_one2one,[],92.1569
Pgm1,ENSMUSG00000029171,,ENSG00000169299,ortholog_one2one,[],92.1569
Pgm2l1,ENSMUSG00000030729,,ENSG00000165434,ortholog_one2one,[],93.2476
Pgm3,ENSMUSG00000056131,,ENSG00000013375,ortholog_one2one,[],87.6384
Pgm5,ENSMUSG00000041731,,ENSG00000154330,ortholog_one2one,[],97.5309
Pgp,ENSMUSG00000043445,,ENSG00000184207,ortholog_one2one,[],90.6542
Pgpep1,ENSMUSG00000056204,,ENSG00000130517,ortholog_one2one,[],94.7368
Pgpep1l,ENSMUSG00000030553,,ENSG00000183571,ortholog_one2one,[],64.7887
Pgrmc1,ENSMUSG00000006373,,ENSG00000101856,ortholog_one2one,[],95.3846
Pgrmc2,ENSMUSG00000049940,,ENSG00000164040,ortholog_one2one,[],87.8924
Pgs1,ENSMUSG00000017715,,ENSG00000087157,ortholog_one2one,[],94.0648
Phactr1,ENSMUSG00000054728,,ENSG00000112137,ortholog_one2one,[],96.8966
Phactr2,ENSMUSG00000062866,,ENSG00000112419,ortholog_one2one,[],80.9302
Phactr3,ENSMUSG00000027525,,ENSG00000087495,ortholog_one2one,[],82.2898
Phactr4,ENSMUSG00000066043,,ENSG00000204138,ortholog_one2one,[],80.4843
Phax,ENSMUSG00000008301,,ENSG00000164902,ortholog_one2one,[],85.7868
Phb,ENSMUSG00000038845,,ENSG00000167085,ortholog_one2one,[],99.6324
Phb2,ENSMUSG00000004264,,ENSG00000215021,ortholog_one2one,[],100.0
Phc1,ENSMUSG00000040669,,ENSG00000111752,ortholog_one2one,[],92.5299
Phc2,ENSMUSG00000028796,,ENSG00000134686,ortholog_one2one,[],86.6123
Phc3,ENSMUSG00000037652,,ENSG00000173889,ortholog_one2one,[],92.3618
Phex,ENSMUSG00000057457,,ENSG00000102174,ortholog_one2one,[],95.9947
Phf1,ENSMUSG00000024193,,ENSG00000112511,ortholog_one2one,[],92.4162
Phf10,ENSMUSG00000023883,,ENSG00000130024,ortholog_one2one,[],95.9839
Phf12,ENSMUSG00000037791,,ENSG00000109118,ortholog_one2one,[],95.8167
Phf13,ENSMUSG00000047777,,ENSG00000116273,ortholog_one2one,[],92.3333
Phf14,ENSMUSG00000029629,,ENSG00000106443,ortholog_one2one,[],96.097
Phf19,ENSMUSG00000026873,,ENSG00000119403,ortholog_one2one,[],88.9655
Phf2,ENSMUSG00000024193,,ENSG00000112511,ortholog_one2one,[],92.4162
Phf20,ENSMUSG00000038116,,ENSG00000025293,ortholog_one2one,[],88.6364
Phf20l1,ENSMUSG00000072501,,ENSG00000129292,ortholog_one2one,[],87.3156
Phf21a,ENSMUSG00000058318,,ENSG00000135365,ortholog_one2one,[],95.5947
Phf21b,ENSMUSG00000016624,,ENSG00000056487,ortholog_one2one,[],80.9793
Phf23,ENSMUSG00000018572,,ENSG00000040633,ortholog_one2one,[],94.0447
Phf3,ENSMUSG00000048874,,ENSG00000118482,ortholog_one2one,[],78.4698
Phf5a,ENSMUSG00000061360,,ENSG00000100410,ortholog_one2one,[],100.0
Phf6,ENSMUSG00000025626,,ENSG00000156531,ortholog_one2one,[],97.2603
Phf7,ENSMUSG00000021902,,ENSG00000010318,ortholog_one2one,[],67.979
Phgdh,ENSMUSG00000053398,,ENSG00000092621,ortholog_one2one,[],94.5591
Phip,ENSMUSG00000032253,,ENSG00000146247,ortholog_one2one,[],94.8929
Phka1,ENSMUSG00000034055,,ENSG00000067177,ortholog_one2one,[],94.8487
Phka2,ENSMUSG00000031295,,ENSG00000044446,ortholog_one2one,[],90.8502
Phkb,ENSMUSG00000036879,,ENSG00000102893,ortholog_one2one,[],93.4126
Phkg1,ENSMUSG00000025537,,ENSG00000164776,ortholog_one2one,[],93.2817
Phkg2,ENSMUSG00000030815,,ENSG00000156873,ortholog_one2one,[],93.5961
Phlda1,ENSMUSG00000020205,,ENSG00000139289,ortholog_one2one,[],86.5337
Phlda2,ENSMUSG00000010760,,ENSG00000181649,ortholog_one2one,[],56.5789
Phlda3,ENSMUSG00000041801,,ENSG00000174307,ortholog_one2one,[],98.4252
Phldb1,ENSMUSG00000048537,,ENSG00000019144,ortholog_one2one,[],94.2629
Phldb2,ENSMUSG00000033149,,ENSG00000144824,ortholog_one2one,[],86.7518
Phldb3,ENSMUSG00000074277,,ENSG00000176531,ortholog_one2one,[],78.4375
Phlpp1,ENSMUSG00000044340,,ENSG00000081913,ortholog_one2one,[],87.0122
Phlpp2,ENSMUSG00000031732,,ENSG00000040199,ortholog_one2one,[],90.5518
Phospho2,ENSMUSG00000027088,,ENSG00000144362,ortholog_one2one,[],80.4979
Phpt1,ENSMUSG00000036504,,ENSG00000054148,ortholog_one2one,[],83.2
Phrf1,ENSMUSG00000038611,,ENSG00000070047,ortholog_one2one,[],70.3457
Phtf1,ENSMUSG00000058388,,ENSG00000116793,ortholog_one2one,[],93.5696
Phtf2,ENSMUSG00000039987,,ENSG00000006576,ortholog_one2one,[],93.3422
Phyh,ENSMUSG00000026664,,ENSG00000107537,ortholog_one2one,[],78.1065
Phyhd1,ENSMUSG00000079484,,ENSG00000175287,ortholog_one2one,[],85.9107
Phyhip,ENSMUSG00000003469,,ENSG00000168490,ortholog_one2one,[],99.3939
Phyhipl,ENSMUSG00000037747,,ENSG00000165443,ortholog_one2one,[],97.0745
Phykpl,ENSMUSG00000020359,,ENSG00000175309,ortholog_one2one,[],86.8889
Pi15,ENSMUSG00000067780,,ENSG00000137558,ortholog_one2one,[],93.4109
Pi16,ENSMUSG00000024011,,ENSG00000164530,ortholog_one2one,[],66.3067
Pi4k2a,ENSMUSG00000025178,,ENSG00000155252,ortholog_one2one,[],95.4071
Pi4k2b,ENSMUSG00000029186,,ENSG00000038210,ortholog_one2one,[],79.0021
Pi4ka,ENSMUSG00000041720,,ENSG00000241973,ortholog_one2one,[],97.5262
Pi4kb,ENSMUSG00000038861,,ENSG00000143393,ortholog_one2one,[],98.5294
Pias1,ENSMUSG00000032405,,ENSG00000033800,ortholog_one2one,[],98.0031
Pias2,ENSMUSG00000025423,,ENSG00000078043,ortholog_one2one,[],98.0676
Pias3,ENSMUSG00000028101,,ENSG00000131788,ortholog_one2one,[],96.9745
Pias4,ENSMUSG00000004934,,ENSG00000105229,ortholog_one2one,[],88.8235
Pibf1,ENSMUSG00000022064,,ENSG00000083535,ortholog_one2one,[],88.7715
Picalm,ENSMUSG00000039361,,ENSG00000073921,ortholog_one2one,[],97.6994
Pick1,ENSMUSG00000068206,,ENSG00000100151,ortholog_one2one,[],96.3855
Pid1,ENSMUSG00000045658,,ENSG00000153823,ortholog_one2one,[],96.3134
Pidd1,ENSMUSG00000025507,,ENSG00000177595,ortholog_one2one,[],81.2088
Piezo1,ENSMUSG00000014444,,ENSG00000103335,ortholog_one2one,[],82.1103
Piezo2,ENSMUSG00000041482,,ENSG00000154864,ortholog_one2one,[],89.7033
Pifo,ENSMUSG00000010136,,ENSG00000173947,ortholog_one2one,[],65.9686
Piga,ENSMUSG00000031381,,ENSG00000165195,ortholog_one2one,[],87.8099
Pigb,ENSMUSG00000079469,,ENSG00000069943,ortholog_one2one,[],76.8953
Pigc,ENSMUSG00000026698,,ENSG00000135845,ortholog_one2one,[],93.6027
Pigf,ENSMUSG00000004791,,ENSG00000119630,ortholog_one2one,[],58.2353
Pigg,ENSMUSG00000029263,,ENSG00000174227,ortholog_one2one,[],80.468
Pigh,ENSMUSG00000021120,,ENSG00000100564,ortholog_one2one,[],88.2979
Pigk,ENSMUSG00000039047,,ENSG00000142892,ortholog_one2one,[],91.1392
Pigl,ENSMUSG00000014245,,ENSG00000108474,ortholog_one2one,[],79.3651
Pigm,ENSMUSG00000050229,,ENSG00000143315,ortholog_one2one,[],89.8345
Pign,ENSMUSG00000056536,,ENSG00000197563,ortholog_one2one,[],87.4329
Pigo,ENSMUSG00000028454,,ENSG00000165282,ortholog_one2one,[],86.2259
Pigp,ENSMUSG00000022940,,ENSG00000185808,ortholog_one2one,[],90.2985
Pigq,ENSMUSG00000025728,,ENSG00000007541,ortholog_one2one,[],83.6489
Pigr,ENSMUSG00000026417,,ENSG00000162896,ortholog_one2one,[],65.5759
Pigs,ENSMUSG00000041958,,ENSG00000087111,ortholog_one2one,[],91.8919
Pigt,ENSMUSG00000017721,,ENSG00000124155,ortholog_one2one,[],94.1176
Pigu,ENSMUSG00000038383,,ENSG00000101464,ortholog_one2one,[],97.2414
Pigv,ENSMUSG00000043257,,ENSG00000060642,ortholog_one2one,[],79.5132
Pigw,ENSMUSG00000045140,,ENSG00000277161,ortholog_one2one,[],75.5952
Pigx,ENSMUSG00000023791,,ENSG00000163964,ortholog_one2one,[],76.3566
Pigyl,ENSMUSG00000010607,,ENSG00000255072,ortholog_one2one,[],84.507
Pih1d1,ENSMUSG00000003423,,ENSG00000104872,ortholog_one2one,[],80.3448
Pih1d2,ENSMUSG00000000167,,ENSG00000150773,ortholog_one2one,[],72.381
Pik3ap1,ENSMUSG00000025017,,ENSG00000155629,ortholog_one2one,[],84.8447
Pik3c2a,ENSMUSG00000030660,,ENSG00000011405,ortholog_one2one,[],90.2135
Pik3c2b,ENSMUSG00000026447,,ENSG00000133056,ortholog_one2one,[],93.6353
Pik3c2g,ENSMUSG00000030228,,ENSG00000139144,ortholog_one2one,[],57.4697
Pik3c3,ENSMUSG00000033628,,ENSG00000078142,ortholog_one2one,[],97.9707
Pik3ca,ENSMUSG00000027665,,ENSG00000121879,ortholog_one2one,[],98.6891
Pik3cb,ENSMUSG00000032462,,ENSG00000051382,ortholog_one2one,[],95.3271
Pik3cd,ENSMUSG00000039936,,ENSG00000171608,ortholog_one2one,[],94.636
Pik3cg,ENSMUSG00000020573,,ENSG00000105851,ortholog_one2one,[],94.1016
Pik3ip1,ENSMUSG00000034614,,ENSG00000100100,ortholog_one2one,[],79.0875
Pik3r1,ENSMUSG00000041417,,ENSG00000145675,ortholog_one2one,[],95.9945
Pik3r2,ENSMUSG00000031834,,ENSG00000105647,ortholog_one2one,[],88.8736
Pik3r3,ENSMUSG00000028698,,ENSG00000117461,ortholog_one2one,[],95.8785
Pik3r4,ENSMUSG00000032571,,ENSG00000196455,ortholog_one2one,[],95.8763
Pik3r5,ENSMUSG00000020901,,ENSG00000141506,ortholog_one2one,[],86.0227
Pik3r6,ENSMUSG00000046207,,ENSG00000276231,ortholog_one2one,[],82.626
Pikfyve,ENSMUSG00000025949,,ENSG00000115020,ortholog_one2one,[],93.47
Pim1,ENSMUSG00000024014,,ENSG00000137193,ortholog_one2one,[],94.2492
Pim2,ENSMUSG00000031155,,ENSG00000102096,ortholog_one2one,[],89.3891
Pim3,ENSMUSG00000035828,,ENSG00000198355,ortholog_one2one,[],95.7055
Pin4,ENSMUSG00000079480,,ENSG00000102309,ortholog_one2one,[],96.9466
Pink1,ENSMUSG00000028756,,ENSG00000158828,ortholog_one2one,[],81.4114
Pinlyp,ENSMUSG00000011632,,ENSG00000234465,ortholog_one2one,[],55.8824
Pinx1,ENSMUSG00000021958,,ENSG00000254093,ortholog_one2one,[],73.4756
Pip4k2a,ENSMUSG00000026737,,ENSG00000150867,ortholog_one2one,[],98.0296
Pip4k2b,ENSMUSG00000018547,,ENSG00000276293,ortholog_one2one,[],99.0385
Pip4k2c,ENSMUSG00000025417,,ENSG00000166908,ortholog_one2one,[],95.962
Pip5k1a,ENSMUSG00000028126,,ENSG00000143398,ortholog_one2one,[],87.9004
Pip5k1b,ENSMUSG00000024867,,ENSG00000107242,ortholog_one2one,[],96.2963
Pip5k1c,ENSMUSG00000034902,,ENSG00000186111,ortholog_one2one,[],90.2695
Pipox,ENSMUSG00000017453,,ENSG00000179761,ortholog_one2one,[],81.0256
Pisd,ENSMUSG00000023452,,ENSG00000241878,ortholog_one2one,[],84.5966
Pithd1,ENSMUSG00000028669,,ENSG00000057757,ortholog_one2one,[],98.1043
Pitpna,ENSMUSG00000017781,,ENSG00000174238,ortholog_one2one,[],98.8889
Pitpnb,ENSMUSG00000050017,,ENSG00000180957,ortholog_one2one,[],95.941
Pitpnc1,ENSMUSG00000040430,,ENSG00000154217,ortholog_one2one,[],89.759
Pitpnm2,ENSMUSG00000029406,,ENSG00000090975,ortholog_one2one,[],89.3996
Pitpnm3,ENSMUSG00000040543,,ENSG00000091622,ortholog_one2one,[],94.4558
Pitrm1,ENSMUSG00000021193,,ENSG00000107959,ortholog_one2one,[],86.5959
Piwil2,ENSMUSG00000033644,,ENSG00000197181,ortholog_one2one,[],87.9753
Pja1,ENSMUSG00000034403,,ENSG00000181191,ortholog_one2one,[],77.381
Pja2,ENSMUSG00000024083,,ENSG00000198961,ortholog_one2one,[],83.1921
Pkd1,ENSMUSG00000032855,,ENSG00000008710,ortholog_one2one,[],78.2477
Pkd1l1,ENSMUSG00000046634,,ENSG00000158683,ortholog_one2one,[],57.0376
Pkd1l2,ENSMUSG00000034416,,ENSG00000166473,ortholog_one2one,[],63.6438
Pkd1l3,ENSMUSG00000048827,,ENSG00000277481,ortholog_one2one,[],57.8522
Pkd2,ENSMUSG00000034462,,ENSG00000118762,ortholog_one2one,[],89.9793
Pkd2l2,ENSMUSG00000014503,,ENSG00000078795,ortholog_one2one,[],81.0897
Pkdcc,ENSMUSG00000024247,,ENSG00000162878,ortholog_one2one,[],92.9006
Pkhd1,ENSMUSG00000043760,,ENSG00000170927,ortholog_one2one,[],72.3859
Pkhd1l1,ENSMUSG00000038725,,ENSG00000205038,ortholog_one2one,[],81.9467
Pkia,ENSMUSG00000027499,,ENSG00000171033,ortholog_one2one,[],97.3684
Pkib,ENSMUSG00000019876,,ENSG00000135549,ortholog_one2one,[],74.359
Pkig,ENSMUSG00000035268,,ENSG00000168734,ortholog_one2one,[],90.7895
Pklr,ENSMUSG00000041237,,ENSG00000143627,ortholog_one2one,[],91.8118
Pkm,ENSMUSG00000032294,,ENSG00000067225,ortholog_one2one,[],97.7401
Pkmyt1,ENSMUSG00000023908,,ENSG00000127564,ortholog_one2one,[],87.7756
Pkn1,ENSMUSG00000057672,,ENSG00000123143,ortholog_one2one,[],91.5074
Pkn2,ENSMUSG00000004591,,ENSG00000065243,ortholog_one2one,[],94.7154
Pkn3,ENSMUSG00000026785,,ENSG00000160447,ortholog_one2one,[],83.2396
Pknox1,ENSMUSG00000006705,,ENSG00000160199,ortholog_one2one,[],96.1009
Pknox2,ENSMUSG00000035934,,ENSG00000165495,ortholog_one2one,[],98.9407
Pkp1,ENSMUSG00000026413,,ENSG00000081277,ortholog_one2one,[],95.0413
Pkp2,ENSMUSG00000041957,,ENSG00000057294,ortholog_one2one,[],77.7778
Pkp3,ENSMUSG00000054065,,ENSG00000184363,ortholog_one2one,[],92.5972
Pkp4,ENSMUSG00000026991,,ENSG00000144283,ortholog_one2one,[],96.3926
Pla1a,ENSMUSG00000025903,,ENSG00000120992,ortholog_one2one,[],91.7391
Pla2g10,ENSMUSG00000022683,,ENSG00000069764,ortholog_one2one,[],64.8485
Pla2g12a,ENSMUSG00000027999,,ENSG00000123739,ortholog_one2one,[],89.418
Pla2g12b,ENSMUSG00000009646,,ENSG00000138308,ortholog_one2one,[],90.2564
Pla2g15,ENSMUSG00000031903,,ENSG00000103066,ortholog_one2one,[],88.3495
Plaat3,ENSMUSG00000060675,,ENSG00000176485,ortholog_one2one,[],72.8395
Pla2g2c,ENSMUSG00000028750,,ENSG00000187980,ortholog_one2one,[],65.7718
Pla2g3,ENSMUSG00000034579,,ENSG00000100078,ortholog_one2one,[],65.8153
Pla2g4a,ENSMUSG00000056220,,ENSG00000116711,ortholog_one2one,[],94.3925
Pla2g4e,ENSMUSG00000050211,,ENSG00000188089,ortholog_one2one,[],77.2348
Pla2g5,ENSMUSG00000041193,,ENSG00000127472,ortholog_one2one,[],77.5362
Pla2g6,ENSMUSG00000042632,,ENSG00000184381,ortholog_one2one,[],89.8263
Pla2g7,ENSMUSG00000023913,,ENSG00000146070,ortholog_one2one,[],67.5737
Plaa,ENSMUSG00000028577,,ENSG00000137055,ortholog_one2one,[],94.0881
Plac1,ENSMUSG00000061082,,ENSG00000170965,ortholog_one2one,[],48.5849
Plac8,ENSMUSG00000029322,,ENSG00000145287,ortholog_one2one,[],82.6087
Plag1,ENSMUSG00000003282,,ENSG00000181690,ortholog_one2one,[],95.4
Plagl1,ENSMUSG00000019817,,ENSG00000118495,ortholog_one2one,[],71.0583
Plagl2,ENSMUSG00000051413,,ENSG00000126003,ortholog_one2one,[],98.5887
Plat,ENSMUSG00000031538,,ENSG00000104368,ortholog_one2one,[],79.7153
Plau,ENSMUSG00000021822,,ENSG00000122861,ortholog_one2one,[],69.3736
Plaur,ENSMUSG00000046223,,ENSG00000011422,ortholog_one2one,[],61.194
Plb1,ENSMUSG00000029134,,ENSG00000163803,ortholog_one2one,[],68.5185
Plbd1,ENSMUSG00000030214,,ENSG00000121316,ortholog_one2one,[],77.396
Plbd2,ENSMUSG00000029598,,ENSG00000151176,ortholog_one2one,[],81.1545
Plcb1,ENSMUSG00000051177,,ENSG00000182621,ortholog_one2one,[],97.3684
Plcb2,ENSMUSG00000040061,,ENSG00000137841,ortholog_one2one,[],86.076
Plcb3,ENSMUSG00000024960,,ENSG00000149782,ortholog_one2one,[],92.2204
Plcb4,ENSMUSG00000039943,,ENSG00000101333,ortholog_one2one,[],93.9469
Plcd1,ENSMUSG00000010660,,ENSG00000187091,ortholog_one2one,[],89.6825
Plcd3,ENSMUSG00000020937,,ENSG00000161714,ortholog_one2one,[],88.0862
Plcd4,ENSMUSG00000026173,,ENSG00000115556,ortholog_one2one,[],74.8031
Plce1,ENSMUSG00000024998,,ENSG00000138193,ortholog_one2one,[],84.7524
Plcg1,ENSMUSG00000016933,,ENSG00000124181,ortholog_one2one,[],96.0496
Plcg2,ENSMUSG00000034330,,ENSG00000197943,ortholog_one2one,[],94.1502
Plch1,ENSMUSG00000036834,,ENSG00000114805,ortholog_one2one,[],84.5697
Plch2,ENSMUSG00000029055,,ENSG00000149527,ortholog_one2one,[],83.1921
Plcl1,ENSMUSG00000038349,,ENSG00000115896,ortholog_one2one,[],94.5205
Plcl2,ENSMUSG00000038910,,ENSG00000154822,ortholog_one2one,[],96.8057
Plcxd1,ENSMUSG00000064247,,ENSG00000182378,ortholog_one2one,[],68.4211
Plcxd2,ENSMUSG00000087141,,ENSG00000240891,ortholog_one2one,[],93.5484
Plcxd3,ENSMUSG00000049148,,ENSG00000182836,ortholog_one2one,[],98.4424
Plcz1,ENSMUSG00000030230,,ENSG00000139151,ortholog_one2one,[],75.0
Pld1,ENSMUSG00000027695,,ENSG00000075651,ortholog_one2one,[],91.1546
Pld2,ENSMUSG00000020828,,ENSG00000129219,ortholog_one2one,[],90.0322
Pld3,ENSMUSG00000003363,,ENSG00000105223,ortholog_one2one,[],93.2653
Pld4,ENSMUSG00000052160,,ENSG00000166428,ortholog_one2one,[],73.913
Pld5,ENSMUSG00000055214,,ENSG00000180287,ortholog_one2one,[],94.2164
Pld6,ENSMUSG00000043648,,ENSG00000179598,ortholog_one2one,[],71.8254
Plec,ENSMUSG00000022565,,ENSG00000178209,ortholog_one2one,[],93.2703
Plek,ENSMUSG00000020120,,ENSG00000115956,ortholog_one2one,[],91.7143
Plek2,ENSMUSG00000021118,,ENSG00000100558,ortholog_one2one,[],95.1841
